"date","district","case_isolation","case_screen","case_asym","asym_isolation","asym_screen","case","asym","pos","pos_real","cum_case_isolation","cum_case_screen","cum_case_asym","cum_case","cum_asym_isolation","cum_asym_screen","cum_asym","cum_pos","cum_pos_real"
"2022-03-31","金山区",0,3,0,38,1,3,39,42,42,3,7,0,10,196,28,224,234,234
"2022-04-01","金山区",0,3,0,46,0,3,46,49,49,3,10,0,13,242,28,270,283,283
"2022-04-02","金山区",0,0,0,60,0,0,60,60,60,3,10,0,13,302,28,330,343,343
"2022-04-03","金山区",0,4,0,92,7,4,99,103,103,3,14,0,17,394,35,429,446,446
"2022-04-04","金山区",0,1,0,50,1,1,51,52,52,3,15,0,18,444,36,480,498,498
"2022-04-05","金山区",0,1,0,76,0,1,76,77,77,3,16,0,19,520,36,556,575,575
"2022-04-06","金山区",0,3,0,74,2,3,76,79,79,3,19,0,22,594,38,632,654,654
"2022-04-07","金山区",0,1,71,51,6,72,57,129,58,3,20,71,94,645,44,689,783,712
"2022-04-08","金山区",0,2,43,40,5,45,45,90,47,3,22,114,139,685,49,734,873,759
"2022-04-09","金山区",20,1,23,21,3,44,24,68,45,23,23,137,183,706,52,758,941,804
"2022-04-10","金山区",14,1,0,38,4,15,42,57,57,37,24,137,198,744,56,800,998,861
"2022-04-11","金山区",0,0,3,32,3,3,35,38,35,37,24,140,201,776,59,835,1036,896
"2022-04-12","金山区",2,1,0,34,2,3,36,39,39,39,25,140,204,810,61,871,1075,935
"2022-04-13","金山区",12,0,0,22,0,12,22,34,34,51,25,140,216,832,61,893,1109,969
"2022-04-14","金山区",21,2,0,5,0,23,5,28,28,72,27,140,239,837,61,898,1137,997
"2022-04-15","金山区",21,0,0,10,0,21,10,31,31,93,27,140,260,847,61,908,1168,1028
"2022-04-16","金山区",4,0,5,12,0,9,12,21,16,97,27,145,269,859,61,920,1189,1044
"2022-04-17","金山区",4,0,1,18,1,5,19,24,23,101,27,146,274,877,62,939,1213,1067
"2022-04-18","金山区",3,0,0,4,0,3,4,7,7,104,27,146,277,881,62,943,1220,1074
"2022-04-19","金山区",0,0,1,8,0,1,8,9,8,104,27,147,278,889,62,951,1229,1082
"2022-04-20","金山区",9,0,7,8,1,16,9,25,18,113,27,154,294,897,63,960,1254,1100
"2022-04-21","金山区",2,0,6,22,0,8,22,30,24,115,27,160,302,919,63,982,1284,1124
"2022-04-22","金山区",0,0,0,25,1,0,26,26,26,115,27,160,302,944,64,1008,1310,1150
"2022-04-23","金山区",0,0,0,43,1,0,44,44,44,115,27,160,302,987,65,1052,1354,1194
"2022-04-24","金山区",0,0,0,67,1,0,68,68,68,115,27,160,302,1054,66,1120,1422,1262
"2022-04-25","金山区",0,0,0,22,0,0,22,22,22,115,27,160,302,1076,66,1142,1444,1284
"2022-04-26","金山区",1,0,1,25,1,2,26,28,27,116,27,161,304,1101,67,1168,1472,1311
"2022-04-27","金山区",2,0,8,31,0,10,31,41,33,118,27,169,314,1132,67,1199,1513,1344
"2022-04-28","金山区",1,0,7,20,0,8,20,28,21,119,27,176,322,1152,67,1219,1541,1365
"2022-04-29","金山区",0,0,1,18,0,1,18,19,18,119,27,177,323,1170,67,1237,1560,1383
"2022-04-30","金山区",0,0,0,11,0,0,11,11,11,119,27,177,323,1181,67,1248,1571,1394
"2022-05-01","金山区",0,0,2,12,0,2,12,14,12,119,27,179,325,1193,67,1260,1585,1406
"2022-05-02","金山区",0,0,0,7,0,0,7,7,7,119,27,179,325,1200,67,1267,1592,1413
"2022-05-03","金山区",0,0,0,4,0,0,4,4,4,119,27,179,325,1204,67,1271,1596,1417
"2022-05-04","金山区",0,0,1,2,0,1,2,3,2,119,27,180,326,1206,67,1273,1599,1419
"2022-05-05","金山区",0,0,1,1,0,1,1,2,1,119,27,181,327,1207,67,1274,1601,1420
"2022-05-06","金山区",0,0,3,4,1,3,5,8,5,119,27,184,330,1211,68,1279,1609,1425
"2022-05-07","金山区",0,0,0,0,0,0,0,0,0,119,27,184,330,1211,68,1279,1609,1425
"2022-05-08","金山区",0,0,2,2,0,2,2,4,2,119,27,186,332,1213,68,1281,1613,1427
"2022-05-09","金山区",0,0,0,1,0,0,1,1,1,119,27,186,332,1214,68,1282,1614,1428
"2022-05-10","金山区",0,0,0,0,0,0,0,0,0,119,27,186,332,1214,68,1282,1614,1428
"2022-05-11","金山区",0,0,0,3,0,0,3,3,3,119,27,186,332,1217,68,1285,1617,1431
"2022-05-12","金山区",0,0,0,1,0,0,1,1,1,119,27,186,332,1218,68,1286,1618,1432
"2022-05-13","金山区",0,0,0,7,0,0,7,7,7,119,27,186,332,1225,68,1293,1625,1439
"2022-05-14","金山区",0,0,0,16,0,0,16,16,16,119,27,186,332,1241,68,1309,1641,1455
"2022-05-15","金山区",0,0,1,3,0,1,3,4,3,119,27,187,333,1244,68,1312,1645,1458
"2022-05-16","金山区",0,0,1,5,0,1,5,6,5,119,27,188,334,1249,68,1317,1651,1463
"2022-05-17","金山区",0,0,0,8,0,0,8,8,8,119,27,188,334,1257,68,1325,1659,1471
"2022-05-18","金山区",0,0,0,9,0,0,9,9,9,119,27,188,334,1266,68,1334,1668,1480
"2022-05-19","金山区",0,0,0,1,0,0,1,1,1,119,27,188,334,1267,68,1335,1669,1481
"2022-05-20","金山区",0,0,0,1,0,0,1,1,1,119,27,188,334,1268,68,1336,1670,1482
"2022-05-21","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-22","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-23","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-24","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-25","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-26","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-27","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-28","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-29","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-30","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-05-31","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-01","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-02","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-03","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-04","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-05","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-06","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-07","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-08","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-09","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-10","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-11","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-12","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-13","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-14","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-15","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-16","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-17","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-18","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-19","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-20","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-21","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-22","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-23","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-24","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-25","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-26","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-27","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-28","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-29","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-06-30","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-01","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-02","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-03","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-04","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-05","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-06","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-07","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1268,68,1336,1670,1482
"2022-07-08","金山区",0,0,0,1,0,0,1,1,1,119,27,188,334,1269,68,1337,1671,1483
"2022-07-09","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1269,68,1337,1671,1483
"2022-07-10","金山区",0,0,0,0,0,0,0,0,0,119,27,188,334,1269,68,1337,1671,1483
"2022-03-09","静安区",1,0,0,2,1,1,3,4,4,1,0,0,1,2,1,3,4,4
"2022-03-10","静安区",0,0,0,1,1,0,2,2,2,1,0,0,1,3,2,5,6,6
"2022-03-11","静安区",0,0,0,3,1,0,4,4,4,1,0,0,1,6,3,9,10,10
"2022-03-12","静安区",0,0,0,2,0,0,2,2,2,1,0,0,1,8,3,11,12,12
"2022-03-13","静安区",0,5,1,3,1,6,4,10,9,1,5,1,7,11,4,15,22,21
"2022-03-14","静安区",0,0,0,5,1,0,6,6,6,1,5,1,7,16,5,21,28,27
"2022-03-15","静安区",0,0,0,9,1,0,10,10,10,1,5,1,7,25,6,31,38,37
"2022-03-16","静安区",0,0,0,0,3,0,3,3,3,1,5,1,7,25,9,34,41,40
"2022-03-17","静安区",0,1,0,0,3,1,3,4,4,1,6,1,8,25,12,37,45,44
"2022-03-18","静安区",0,0,0,8,4,0,12,12,12,1,6,1,8,33,16,49,57,56
"2022-03-19","静安区",0,0,0,5,10,0,15,15,15,1,6,1,8,38,26,64,72,71
"2022-03-20","静安区",0,0,0,31,1,0,32,32,32,1,6,1,8,69,27,96,104,103
"2022-03-21","静安区",0,0,0,38,6,0,44,44,44,1,6,1,8,107,33,140,148,147
"2022-03-22","静安区",0,0,0,25,3,0,28,28,28,1,6,1,8,132,36,168,176,175
"2022-03-23","静安区",0,0,0,46,2,0,48,48,48,1,6,1,8,178,38,216,224,223
"2022-03-24","静安区",1,7,0,58,4,8,62,70,70,2,13,1,16,236,42,278,294,293
"2022-03-25","静安区",0,0,0,2,0,0,2,2,2,2,13,1,16,238,42,280,296,295
"2022-03-26","静安区",1,2,0,99,6,3,105,108,108,3,15,1,19,337,48,385,404,403
"2022-03-27","静安区",0,5,0,61,4,5,65,70,70,3,20,1,24,398,52,450,474,473
"2022-03-28","静安区",0,3,7,90,4,10,94,104,97,3,23,8,34,488,56,544,578,570
"2022-03-29","静安区",0,7,1,156,11,8,167,175,174,3,30,9,42,644,67,711,753,744
"2022-03-30","静安区",1,7,0,78,16,8,94,102,102,4,37,9,50,722,83,805,855,846
"2022-03-31","静安区",1,3,0,147,13,4,160,164,164,5,40,9,54,869,96,965,1019,1010
"2022-04-01","静安区",0,11,0,147,31,11,178,189,189,5,51,9,65,1016,127,1143,1208,1199
"2022-04-02","静安区",0,24,2,261,37,26,298,324,322,5,75,11,91,1277,164,1441,1532,1521
"2022-04-03","静安区",1,25,3,264,45,29,309,338,335,6,100,14,120,1541,209,1750,1870,1856
"2022-04-04","静安区",0,1,0,44,5,1,49,50,50,6,101,14,121,1585,214,1799,1920,1906
"2022-04-05","静安区",0,11,1,273,17,12,290,302,301,6,112,15,133,1858,231,2089,2222,2207
"2022-04-06","静安区",1,25,1,501,17,27,518,545,544,7,137,16,160,2359,248,2607,2767,2751
"2022-04-07","静安区",0,5,17,352,7,22,359,381,364,7,142,33,182,2711,255,2966,3148,3115
"2022-04-08","静安区",2,23,17,598,25,42,623,665,648,9,165,50,224,3309,280,3589,3813,3763
"2022-04-09","静安区",3,21,1,559,18,25,577,602,601,12,186,51,249,3868,298,4166,4415,4364
"2022-04-10","静安区",0,27,2,560,14,29,574,603,601,12,213,53,278,4428,312,4740,5018,4965
"2022-04-11","静安区",0,9,11,517,15,20,532,552,541,12,222,64,298,4945,327,5272,5570,5506
"2022-04-12","静安区",27,46,2,913,68,75,981,1056,1054,39,268,66,373,5858,395,6253,6626,6560
"2022-04-13","静安区",36,13,0,160,11,49,171,220,220,75,281,66,422,6018,406,6424,6846,6780
"2022-04-14","静安区",61,9,0,184,12,70,196,266,266,136,290,66,492,6202,418,6620,7112,7046
"2022-04-15","静安区",82,9,1,322,19,92,341,433,432,218,299,67,584,6524,437,6961,7545,7478
"2022-04-16","静安区",125,18,0,986,5,143,991,1134,1134,343,317,67,727,7510,442,7952,8679,8612
"2022-04-17","静安区",114,10,3,710,5,127,715,842,839,457,327,70,854,8220,447,8667,9521,9451
"2022-04-18","静安区",179,21,3,803,4,203,807,1010,1007,636,348,73,1057,9023,451,9474,10531,10458
"2022-04-19","静安区",182,13,10,1502,26,205,1528,1733,1723,818,361,83,1262,10525,477,11002,12264,12181
"2022-04-20","静安区",128,10,26,963,3,164,966,1130,1104,946,371,109,1426,11488,480,11968,13394,13285
"2022-04-21","静安区",140,9,1,1906,8,150,1914,2064,2063,1086,380,110,1576,13394,488,13882,15458,15348
"2022-04-22","静安区",64,8,4,701,9,76,710,786,782,1150,388,114,1652,14095,497,14592,16244,16130
"2022-04-23","静安区",36,2,2,426,5,40,431,471,469,1186,390,116,1692,14521,502,15023,16715,16599
"2022-04-24","静安区",107,6,29,1546,14,142,1560,1702,1673,1293,396,145,1834,16067,516,16583,18417,18272
"2022-04-25","静安区",30,1,100,883,2,131,885,1016,916,1323,397,245,1965,16950,518,17468,19433,19188
"2022-04-26","静安区",25,6,114,1246,3,145,1249,1394,1280,1348,403,359,2110,18196,521,18717,20827,20468
"2022-04-27","静安区",19,0,13,1042,15,32,1057,1089,1076,1367,403,372,2142,19238,536,19774,21916,21544
"2022-04-28","静安区",32,1,316,1008,7,349,1015,1364,1048,1399,404,688,2491,20246,543,20789,23280,22592
"2022-04-29","静安区",34,0,90,1143,0,124,1143,1267,1177,1433,404,778,2615,21389,543,21932,24547,23769
"2022-04-30","静安区",17,0,93,886,0,110,886,996,903,1450,404,871,2725,22275,543,22818,25543,24672
"2022-05-01","静安区",34,0,36,632,0,70,632,702,666,1484,404,907,2795,22907,543,23450,26245,25338
"2022-05-02","静安区",5,0,15,594,2,20,596,616,601,1489,404,922,2815,23501,545,24046,26861,25939
"2022-05-03","静安区",9,0,8,548,0,17,548,565,557,1498,404,930,2832,24049,545,24594,27426,26496
"2022-05-04","静安区",9,0,11,524,1,20,525,545,534,1507,404,941,2852,24573,546,25119,27971,27030
"2022-05-05","静安区",8,0,22,483,2,30,485,515,493,1515,404,963,2882,25056,548,25604,28486,27523
"2022-05-06","静安区",1,0,15,468,0,16,468,484,469,1516,404,978,2898,25524,548,26072,28970,27992
"2022-05-07","静安区",3,0,16,529,0,19,529,548,532,1519,404,994,2917,26053,548,26601,29518,28524
"2022-05-08","静安区",16,0,22,581,1,38,582,620,598,1535,404,1016,2955,26634,549,27183,30138,29122
"2022-05-09","静安区",7,0,15,370,1,22,371,393,378,1542,404,1031,2977,27004,550,27554,30531,29500
"2022-05-10","静安区",5,0,23,191,0,28,191,219,196,1547,404,1054,3005,27195,550,27745,30750,29696
"2022-05-11","静安区",3,0,9,158,0,12,158,170,161,1550,404,1063,3017,27353,550,27903,30920,29857
"2022-05-12","静安区",11,0,24,172,0,35,172,207,183,1561,404,1087,3052,27525,550,28075,31127,30040
"2022-05-13","静安区",12,0,22,150,0,34,150,184,162,1573,404,1109,3086,27675,550,28225,31311,30202
"2022-05-14","静安区",21,0,6,116,0,27,116,143,137,1594,404,1115,3113,27791,550,28341,31454,30339
"2022-05-15","静安区",8,0,2,69,0,10,69,79,77,1602,404,1117,3123,27860,550,28410,31533,30416
"2022-05-16","静安区",5,0,9,48,0,14,48,62,53,1607,404,1126,3137,27908,550,28458,31595,30469
"2022-05-17","静安区",1,0,14,88,0,15,88,103,89,1608,404,1140,3152,27996,550,28546,31698,30558
"2022-05-18","静安区",1,0,12,56,0,13,56,69,57,1609,404,1152,3165,28052,550,28602,31767,30615
"2022-05-19","静安区",0,0,9,142,0,9,142,151,142,1609,404,1161,3174,28194,550,28744,31918,30757
"2022-05-20","静安区",5,0,1,81,0,6,81,87,86,1614,404,1162,3180,28275,550,28825,32005,30843
"2022-05-21","静安区",2,0,2,77,0,4,77,81,79,1616,404,1164,3184,28352,550,28902,32086,30922
"2022-05-22","静安区",1,0,1,60,0,2,60,62,61,1617,404,1165,3186,28412,550,28962,32148,30983
"2022-05-23","静安区",2,0,5,50,0,7,50,57,52,1619,404,1170,3193,28462,550,29012,32205,31035
"2022-05-24","静安区",4,0,0,36,0,4,36,40,40,1623,404,1170,3197,28498,550,29048,32245,31075
"2022-05-25","静安区",1,0,2,36,0,3,36,39,37,1624,404,1172,3200,28534,550,29084,32284,31112
"2022-05-26","静安区",2,0,2,28,0,4,28,32,30,1626,404,1174,3204,28562,550,29112,32316,31142
"2022-05-27","静安区",0,0,3,18,0,3,18,21,18,1626,404,1177,3207,28580,550,29130,32337,31160
"2022-05-28","静安区",1,0,1,10,0,2,10,12,11,1627,404,1178,3209,28590,550,29140,32349,31171
"2022-05-29","静安区",0,0,0,8,0,0,8,8,8,1627,404,1178,3209,28598,550,29148,32357,31179
"2022-05-30","静安区",1,0,0,5,0,1,5,6,6,1628,404,1178,3210,28603,550,29153,32363,31185
"2022-05-31","静安区",0,0,0,2,0,0,2,2,2,1628,404,1178,3210,28605,550,29155,32365,31187
"2022-06-01","静安区",0,0,2,2,0,2,2,4,2,1628,404,1180,3212,28607,550,29157,32369,31189
"2022-06-02","静安区",1,2,0,0,1,3,1,4,4,1629,406,1180,3215,28607,551,29158,32373,31193
"2022-06-03","静安区",0,0,0,5,0,0,5,5,5,1629,406,1180,3215,28612,551,29163,32378,31198
"2022-06-04","静安区",0,0,0,0,0,0,0,0,0,1629,406,1180,3215,28612,551,29163,32378,31198
"2022-06-05","静安区",0,0,0,0,0,0,0,0,0,1629,406,1180,3215,28612,551,29163,32378,31198
"2022-06-06","静安区",0,1,0,0,0,1,0,1,1,1629,407,1180,3216,28612,551,29163,32379,31199
"2022-06-07","静安区",0,1,0,3,1,1,4,5,5,1629,408,1180,3217,28615,552,29167,32384,31204
"2022-06-08","静安区",1,0,0,1,0,1,1,2,2,1630,408,1180,3218,28616,552,29168,32386,31206
"2022-06-09","静安区",0,0,0,0,0,0,0,0,0,1630,408,1180,3218,28616,552,29168,32386,31206
"2022-06-10","静安区",0,1,0,0,1,1,1,2,2,1630,409,1180,3219,28616,553,29169,32388,31208
"2022-06-11","静安区",1,1,0,3,0,2,3,5,5,1631,410,1180,3221,28619,553,29172,32393,31213
"2022-06-12","静安区",0,1,0,0,0,1,0,1,1,1631,411,1180,3222,28619,553,29172,32394,31214
"2022-06-13","静安区",0,0,0,2,0,0,2,2,2,1631,411,1180,3222,28621,553,29174,32396,31216
"2022-06-14","静安区",0,0,0,0,0,0,0,0,0,1631,411,1180,3222,28621,553,29174,32396,31216
"2022-06-15","静安区",0,0,0,0,0,0,0,0,0,1631,411,1180,3222,28621,553,29174,32396,31216
"2022-06-16","静安区",0,0,0,0,0,0,0,0,0,1631,411,1180,3222,28621,553,29174,32396,31216
"2022-06-17","静安区",0,0,0,0,0,0,0,0,0,1631,411,1180,3222,28621,553,29174,32396,31216
"2022-06-18","静安区",1,2,0,4,0,3,4,7,7,1632,413,1180,3225,28625,553,29178,32403,31223
"2022-06-19","静安区",6,0,0,0,0,6,0,6,6,1638,413,1180,3231,28625,553,29178,32409,31229
"2022-06-20","静安区",0,1,0,0,0,1,0,1,1,1638,414,1180,3232,28625,553,29178,32410,31230
"2022-06-21","静安区",2,0,0,2,0,2,2,4,4,1640,414,1180,3234,28627,553,29180,32414,31234
"2022-06-22","静安区",0,0,0,0,0,0,0,0,0,1640,414,1180,3234,28627,553,29180,32414,31234
"2022-06-23","静安区",0,0,0,0,0,0,0,0,0,1640,414,1180,3234,28627,553,29180,32414,31234
"2022-06-24","静安区",0,0,0,0,0,0,0,0,0,1640,414,1180,3234,28627,553,29180,32414,31234
"2022-06-25","静安区",0,0,0,0,0,0,0,0,0,1640,414,1180,3234,28627,553,29180,32414,31234
"2022-06-26","静安区",2,0,0,0,1,2,1,3,3,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-06-27","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-06-28","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-06-29","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-06-30","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-07-01","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-07-02","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-07-03","静安区",0,0,0,0,0,0,0,0,0,1642,414,1180,3236,28627,554,29181,32417,31237
"2022-07-04","静安区",1,0,0,0,0,1,0,1,1,1643,414,1180,3237,28627,554,29181,32418,31238
"2022-07-05","静安区",1,0,0,4,0,1,4,5,5,1644,414,1180,3238,28631,554,29185,32423,31243
"2022-07-06","静安区",4,0,0,2,0,4,2,6,6,1648,414,1180,3242,28633,554,29187,32429,31249
"2022-07-07","静安区",0,0,0,3,0,0,3,3,3,1648,414,1180,3242,28636,554,29190,32432,31252
"2022-07-08","静安区",0,0,0,1,0,0,1,1,1,1648,414,1180,3242,28637,554,29191,32433,31253
"2022-07-09","静安区",0,0,0,5,0,0,5,5,5,1648,414,1180,3242,28642,554,29196,32438,31258
"2022-07-10","静安区",0,0,0,8,0,0,8,8,8,1648,414,1180,3242,28650,554,29204,32446,31266
"2022-03-09","闵行区",1,0,0,21,3,1,24,25,25,1,0,0,1,21,3,24,25,25
"2022-03-10","闵行区",0,2,0,12,0,2,12,14,14,1,2,0,3,33,3,36,39,39
"2022-03-11","闵行区",0,0,0,12,5,0,17,17,17,1,2,0,3,45,8,53,56,56
"2022-03-12","闵行区",1,0,0,10,0,1,10,11,11,2,2,0,4,55,8,63,67,67
"2022-03-13","闵行区",3,3,3,15,5,9,20,29,26,5,5,3,13,70,13,83,96,93
"2022-03-14","闵行区",1,1,0,19,5,2,24,26,26,6,6,3,15,89,18,107,122,119
